artist,weeks,,,,,,,
Johnny Gill,87,,,,,,,
Gerry And The Pacemakers,87,,,,,,,
Steve Perry,87,,,,,,,
Arrested Development,87,,,,,,,
Simple Plan,87,,,,,,,
Great White,86,,,,,,,
Leona Lewis,86,,,,,,,
Mike Posner,86,,,,,,,
Tony Orlando & Dawn,86,,,,,,,
Chad & Jeremy,86,,,,,,,
Miami Sound Machine,86,,,,,,,
Doja Cat,86,,,,,,,
Lil Nas X,86,,,,,,,
Uncle Kracker,86,,,,,,,
Peter Cetera,86,,,,,,,
Barbara Lewis,86,,,,,,,
Shinedown,86,,,,,,,
Joe Jackson,86,,,,,,,
The Partridge Family Starring Shirley Jones Featuring David Cassidy,86,,,,,,,
Rufus Thomas,85,,,,,,,
Jerrod Niemann,85,,,,,,,
Anita Bryant,85,,,,,,,
Dr. Dre,85,,,,,,,
Lulu,85,,,,,,,
Los Del Rio,85,,,,,,,
Hooters,85,,,,,,,
The Offspring,84,,,,,,,
Ray Peterson,84,,,,,,,
Stephen Bishop,84,,,,,,,
Tamia,84,,,,,,,
The Orlons,84,,,,,,,
Travis Tritt,84,,,,,,,
Orchestral Manoeuvres In The Dark,84,,,,,,,
Dan Hartman,84,,,,,,,
Kings Of Leon,84,,,,,,,
Trini Lopez,84,,,,,,,
Joe Diffie,83,,,,,,,
BTS,83,,,,,,,
Klymaxx,83,,,,,,,
O.C. Smith,83,,,,,,,
"Missy ""Misdemeanor"" Elliott",83,,,,,,,
Blues Traveler,83,,,,,,,
David Lee Roth,83,,,,,,,
Player,83,,,,,,,
Billy Ray Cyrus,83,,,,,,,
Deniece Williams,83,,,,,,,
Bonnie Tyler,83,,,,,,,
The Crystals,83,,,,,,,
Plain White T's,83,,,,,,,
Jaheim,82,,,,,,,
Will To Power,82,,,,,,,
Immature,82,,,,,,,
Trisha Yearwood,82,,,,,,,
AC/DC,82,,,,,,,
Robert Plant,82,,,,,,,
10cc,82,,,,,,,
The-Dream,82,,,,,,,
Seduction,82,,,,,,,
Ciara,82,,,,,,,
Beyonce Featuring Jay Z,82,,,,,,,
Floyd Cramer,82,,,,,,,
Breathe,82,,,,,,,
White Lion,82,,,,,,,
Garth Brooks,82,,,,,,,
Toad The Wet Sprocket,82,,,,,,,
Don Gibson,82,,,,,,,
The Escape Club,82,,,,,,,
Jordin Sparks,82,,,,,,,
Damn Yankees,81,,,,,,,
Camila Cabello,81,,,,,,,
Donna Fargo,81,,,,,,,
Gilbert O'Sullivan,81,,,,,,,
DMX,81,,,,,,,
Future Featuring Drake,81,,,,,,,
Jimmy Dean,81,,,,,,,
Kip Moore,81,,,,,,,
Thompson Square,81,,,,,,,
Patsy Cline,81,,,,,,,
Teddy Pendergrass,81,,,,,,,
Quarterflash,81,,,,,,,
D'Angelo,81,,,,,,,
The Charlie Daniels Band,81,,,,,,,
Sam The Sham and the Pharaohs,81,,,,,,,
Erasure,81,,,,,,,
Annie Lennox,80,,,,,,,
Jon B,80,,,,,,,
The Kingsmen,80,,,,,,,
Bush,80,,,,,,,
Dido,80,,,,,,,
Crystal Waters,80,,,,,,,
Dee Dee Sharp,80,,,,,,,
Sia,80,,,,,,,
SHeDAISY,80,,,,,,,
Sister Sledge,80,,,,,,,
The Brothers Johnson,80,,,,,,,
Harry Chapin,80,,,,,,,
Tracy Chapman,80,,,,,,,
LMFAO,80,,,,,,,
Diamond Rio,80,,,,,,,
No Mercy,80,,,,,,,
Moneybagg Yo,80,,,,,,,
The Yardbirds,80,,,,,,,
David Gates,79,,,,,,,
Burl Ives,79,,,,,,,
Al Wilson,79,,,,,,,
Nelson,79,,,,,,,
The Shangri-Las,79,,,,,,,
Niall Horan,79,,,,,,,
AWOLNATION,79,,,,,,,
Gary Wright,79,,,,,,,
Freddy Fender,79,,,,,,,
Finger Eleven,79,,,,,,,
Coolio,79,,,,,,,
Prince And The N.P.G.,79,,,,,,,
Gerry Rafferty,79,,,,,,,
Bad Bunny,79,,,,,,,
Pebbles,79,,,,,,,
Michael Murphey,79,,,,,,,
Christina Perri,79,,,,,,,
Phillip Phillips,79,,,,,,,
Scorpions,78,,,,,,,
Ella Mai,78,,,,,,,
Lost Boyz,78,,,,,,,
Al B. Sure!,78,,,,,,,
Good Charlotte,78,,,,,,,
Adam Lambert,78,,,,,,,
Vertical Horizon,78,,,,,,,
Mr. Mister,78,,,,,,,
Reba McEntire,78,,,,,,,
Adam Wade,78,,,,,,,
Daddy Yankee,78,,,,,,,
Blink-182,77,,,,,,,
Little Willie John,77,,,,,,,
Hoobastank,77,,,,,,,
Changing Faces,77,,,,,,,
Mr. Big,77,,,,,,,
Meco,77,,,,,,,
Drake Featuring Lil Wayne,77,,,,,,,
Adam Ant,77,,,,,,,
Rose Royce,77,,,,,,,
Tracy Lawrence,77,,,,,,,
Big & Rich,77,,,,,,,
Paula Cole,77,,,,,,,
Village People,77,,,,,,,
fun.,76,,,,,,,
Smash Mouth,76,,,,,,,
The Chiffons,76,,,,,,,
1910 Fruitgum Co.,76,,,,,,,
Lizzo,76,,,,,,,
Jerry Reed,76,,,,,,,
Johnny And The Hurricanes,76,,,,,,,
Five For Fighting,76,,,,,,,
The Cowsills,76,,,,,,,
Asia,76,,,,,,,
Jennifer Warnes,76,,,,,,,
Stacy Lattisaw,76,,,,,,,
Sue Thompson,75,,,,,,,
The Contours,75,,,,,,,
Breaking Benjamin,75,,,,,,,
The Dovells,75,,,,,,,
Shaun Cassidy,75,,,,,,,
Maxine Brown,75,,,,,,,
Kenny Rogers & The First Edition,75,,,,,,,
Ashlee Simpson,75,,,,,,,
Boys Like Girls,75,,,,,,,
Beck,75,,,,,,,
Jazmine Sullivan,75,,,,,,,
69 Boyz,74,,,,,,,
The Manhattan Transfer,74,,,,,,,
Sheila E.,74,,,,,,,
The Tymes,74,,,,,,,
Gene McDaniels,74,,,,,,,
Tove Lo,74,,,,,,,
Jack Johnson,74,,,,,,,
Monifah,74,,,,,,,
Brenda & The Tabulations,74,,,,,,,
The Rascals,74,,,,,,,
NF,74,,,,,,,
Ava Max,74,,,,,,,
Garbage,74,,,,,,,
Animotion,74,,,,,,,
Jordan Davis,74,,,,,,,
Information Society,74,,,,,,,
Roger Daltrey,73,,,,,,,
The Buckinghams,73,,,,,,,
Todd Rundgren,73,,,,,,,
Beastie Boys,73,,,,,,,
David Cook,73,,,,,,,
AJR,73,,,,,,,
Stray Cats,73,,,,,,,
Joe Walsh,73,,,,,,,
Jesse McCartney,73,,,,,,,
Europe,73,,,,,,,
21 Savage,73,,,,,,,
Terence Trent D'Arby,73,,,,,,,
Eric Burdon & The Animals,73,,,,,,,
Midnight Star,72,,,,,,,
Snap!,72,,,,,,,
Barbara Mason,72,,,,,,,
Scandal Featuring Patty Smyth,72,,,,,,,
Gretchen Wilson,72,,,,,,,
The Babys,72,,,,,,,
Eddie Floyd,72,,,,,,,
Lee Dorsey,72,,,,,,,
Julian Lennon,71,,,,,,,
Hamilton, Joe Frank & Reynolds,71,,,,,,
Lynyrd Skynyrd,71,,,,,,,
Carly Rae Jepsen,71,,,,,,,
Lawrence Welk And His Orchestra,71,,,,,,,
Brownstone,71,,,,,,,
Albert Hammond,71,,,,,,,
Lenny Welch,71,,,,,,,
Cascada,71,,,,,,,
Archie Bell & The Drells,71,,,,,,,
Rush,71,,,,,,,
Limp Bizkit,71,,,,,,,
Spin Doctors,71,,,,,,,
Tesla,70,,,,,,,
Gloria Gaynor,70,,,,,,,
Dobie Gray,70,,,,,,,
James Darren,70,,,,,,,
The Archies,70,,,,,,,
Ray Price,70,,,,,,,
The Tony Rich Project,70,,,,,,,
R. Kelly & Public Announcement,70,,,,,,,
Crowded House,70,,,,,,,
Bobby Womack,70,,,,,,,
Musiq Soulchild,70,,,,,,,
Russell Dickerson,70,,,,,,,
Tower Of Power,70,,,,,,,
Nine Inch Nails,69,,,,,,,
Foster The People,69,,,,,,,
The Black Crowes,69,,,,,,,
Pure Prairie League,69,,,,,,,
Paul Carrack,69,,,,,,,
Melanie,69,,,,,,,
Sammy Davis Jr.,69,,,,,,,
The Bachelors,69,,,,,,,
Chris Janson,69,,,,,,,
The Happenings,69,,,,,,,
Raspberries,69,,,,,,,
Dick and DeeDee,69,,,,,,,
X Ambassadors,69,,,,,,,
The S.O.S. Band,69,,,,,,,
Rupert Holmes,69,,,,,,,
Billy Stewart,69,,,,,,,
Sergio Mendes & Brasil '66,69,,,,,,,
Naked Eyes,68,,,,,,,
Meek Mill Featuring Drake,68,,,,,,,
Michael Damian,68,,,,,,,
Dickie Goodman,68,,,,,,,
Chris Montez,68,,,,,,,
Fuel,68,,,,,,,
LMFAO Featuring Lauren Bennett & GoonRock,68,,,,,,,
Lil Wayne Featuring Drake,68,,,,,,,
Diana King,68,,,,,,,
The Honey Cone,68,,,,,,,
Sandy Nelson,68,,,,,,,
Emerson Drive,68,,,,,,,
Martika,68,,,,,,,
Kris Kristofferson,68,,,,,,,
Dawn Featuring Tony Orlando,68,,,,,,,
Soulja Boy Tell'em,68,,,,,,,
Timi Yuro,68,,,,,,,
The Pussycat Dolls,68,,,,,,,
Petey Pablo,68,,,,,,,
Jude Cole,67,,,,,,,
The Friends Of Distinction,67,,,,,,,
Craig David,67,,,,,,,
Big Sean,67,,,,,,,
blackbear,67,,,,,,,
Skeeter Davis,67,,,,,,,
Nirvana,67,,,,,,,
Glass Tiger,67,,,,,,,
Run-D.M.C.,67,,,,,,,
Maxi Priest,67,,,,,,,
C+C Music Factory,67,,,,,,,
Michel'le,67,,,,,,,
Cypress Hill,67,,,,,,,
Lisa Lisa And Cult Jam,67,,,,,,,
Billy Joe Royal,67,,,,,,,
Millie Jackson,67,,,,,,,
BLACKstreet,67,,,,,,,
Big Mountain,67,,,,,,,
Jeremih,67,,,,,,,
Berlin,67,,,,,,,
Donnie Iris,67,,,,,,,
The Four Preps,67,,,,,,,
Eve,67,,,,,,,
The Allman Brothers Band,66,,,,,,,
Icehouse,66,,,,,,,
Al Stewart,66,,,,,,,
Orleans,66,,,,,,,
Tori Amos,66,,,,,,,
Gerald Levert,66,,,,,,,
Fine Young Cannibals,66,,,,,,,
Wet Willie,66,,,,,,,
Everything But The Girl,65,,,,,,,
The Flamingos,65,,,,,,,
Climax Blues Band,65,,,,,,,
Juvenile,65,,,,,,,
Jet,65,,,,,,,
Nick Jonas,65,,,,,,,
John Fogerty,65,,,,,,,
Nancy Wilson,65,,,,,,,
Vanessa Carlton,65,,,,,,,
Young M.C.,65,,,,,,,
The Trammps,65,,,,,,,
Aaron Neville,64,,,,,,,
Chilliwack,64,,,,,,,
Michael McDonald,64,,,,,,,
Kodak Black,64,,,,,,,
Del Amitri,64,,,,,,,
Jefferson Airplane,64,,,,,,,
Kim Wilde,64,,,,,,,
SaFire,64,,,,,,,
Lou Gramm,64,,,,,,,
Michael W. Smith,64,,,,,,,
Heatwave,64,,,,,,,
Brownsville Station,64,,,,,,,
Edwin McCain,64,,,,,,,
The Cranberries,64,,,,,,,
Al Jarreau,63,,,,,,,
Ohio Express,63,,,,,,,
Aaron Tippin,63,,,,,,,
Johnny Crawford,63,,,,,,,
Freda Payne,63,,,,,,,
Drake Featuring Rihanna,63,,,,,,,
April Wine,63,,,,,,,
The Time,63,,,,,,,
A Flock Of Seagulls,63,,,,,,,
Badfinger,63,,,,,,,
Bob Welch,63,,,,,,,
Cheech & Chong,63,,,,,,,
Chairman Of The Board,63,,,,,,,
Trapt,63,,,,,,,
Ashford & Simpson,63,,,,,,,
Ruby And The Romantics,62,,,,,,,
Johnny Preston,62,,,,,,,
Hinder,62,,,,,,,
New Order,62,,,,,,,
Calvin Harris,62,,,,,,,
Robin Thicke,62,,,,,,,
Polo G,62,,,,,,,
Pharrell Williams,62,,,,,,,
Annette With The Afterbeats,62,,,,,,,
Gabby Barrett Featuring Charlie Puth,62,,,,,,,
Cameo,62,,,,,,,
Quad City DJ's,62,,,,,,,
Peabo Bryson,62,,,,,,,
Deep Purple,62,,,,,,,
Jimmy Ruffin,61,,,,,,,
Eric Clapton And His Band,61,,,,,,,
Roddy Ricch,61,,,,,,,
Pretty Ricky,61,,,,,,,
A Taste Of Honey,61,,,,,,,
Sister Hazel,61,,,,,,,
Jose Feliciano,61,,,,,,,
Ritchie Valens,61,,,,,,,
Lauryn Hill,61,,,,,,,
Dead Or Alive,61,,,,,,,
The Ronettes,61,,,,,,,
Ozark Mountain Daredevils,61,,,,,,,
The Band,61,,,,,,,
Ice Cube,61,,,,,,,
Jamie O'Neal,61,,,,,,,
LFO,61,,,,,,,
Pink Floyd,61,,,,,,,
Eydie Gorme,61,,,,,,,
WALK THE MOON,61,,,,,,,
Nu Shooz,61,,,,,,,
Collin Raye,61,,,,,,,
The Knack,61,,,,,,,
The Clash,61,,,,,,,
Disturbed,60,,,,,,,
KT Tunstall,60,,,,,,,
Josh Gracin,60,,,,,,,
Bloodstone,60,,,,,,,
Enya,60,,,,,,,
Desiigner,60,,,,,,,
Dan Hill,60,,,,,,,
Dickey Lee,60,,,,,,,
Mel Carter,60,,,,,,,
Spanky And Our Gang,60,,,,,,,
Manfred Mann's Earth Band,60,,,,,,,
Love Unlimited Orchestra,60,,,,,,,
Stacey Q,60,,,,,,,
Greg Kihn Band,60,,,,,,,
Ying Yang Twins,60,,,,,,,
Shannon,60,,,,,,,
Frankie Laine,60,,,,,,,
Mitch Ryder And The Detroit Wheels,60,,,,,,,
Chase Rice,60,,,,,,,
Gotye Featuring Kimbra,59,,,,,,,
Various Artists,59,,,,,,,
Joan Baez,59,,,,,,,
Kevin Gates,59,,,,,,,
Golden Earring,59,,,,,,,
James & Bobby Purify,59,,,,,,,
Teena Marie,59,,,,,,,
The Marshall Tucker Band,59,,,,,,,
Maddie & Tae,59,,,,,,,
Tank,59,,,,,,,
Quincy Jones,59,,,,,,,
Stephanie Mills,59,,,,,,,
Sixpence None The Richer,59,,,,,,,
B.T. Express,59,,,,,,,
Jennifer Lopez Featuring Ja Rule,58,,,,,,,
Mark Lindsay,58,,,,,,,
Neneh Cherry,58,,,,,,,
Eminem Featuring Rihanna,58,,,,,,,
Stephen Stills,58,,,,,,,
The McCoys,58,,,,,,,
Chris de Burgh,58,,,,,,,
Lloyd Price,58,,,,,,,
Santana Featuring Rob Thomas,58,,,,,,,
Ready For The World,58,,,,,,,
Detroit Emeralds,58,,,,,,,
Fabolous,58,,,,,,,
Inner Circle,58,,,,,,,
Rihanna Featuring Drake,58,,,,,,,
Jermaine Stewart,58,,,,,,,
Tyler Farr,58,,,,,,,
The 2 Live Crew,58,,,,,,,
Bobby Bare,58,,,,,,,
DJ Khaled Featuring Drake,58,,,,,,,
Henry Lee Summer,57,,,,,,,
Richard Chamberlain,57,,,,,,,
Patty Smyth,57,,,,,,,
B2K,57,,,,,,,
The Rembrandts,57,,,,,,,
Dave Mason,57,,,,,,,
Shawn Mendes & Camila Cabello,57,,,,,,,
The Skyliners,57,,,,,,,
Redbone,57,,,,,,,
Katy Perry Featuring Juicy J,57,,,,,,,
Katrina And The Waves,57,,,,,,,
Joni James,57,,,,,,,
Frankie J,57,,,,,,,
George LaMond,57,,,,,,,
Pitbull Featuring Lil Jon,57,,,,,,,
Ty Herndon,57,,,,,,,
Lighter Shade Of Brown,57,,,,,,,
Steve Miller,57,,,,,,,
Sergio Mendes,57,,,,,,,
Unk,57,,,,,,,
The Originals,57,,,,,,,
The Raiders,57,,,,,,,
Lukas Graham,57,,,,,,,
A Boogie Wit da Hoodie,56,,,,,,,
Fun Factory,56,,,,,,,
K7,56,,,,,,,
Mick Jagger,56,,,,,,,
Ronnie Dyson,56,,,,,,,
Maxine Nightingale,56,,,,,,,
Peggy Lee,56,,,,,,,
Peter Wolf,56,,,,,,,
Mark Ronson Featuring Bruno Mars,56,,,,,,,
Gorillaz,56,,,,,,,
Erykah Badu,56,,,,,,,
Groove Theory,56,,,,,,,
Leon Haywood,56,,,,,,,
The Newbeats,56,,,,,,,
Mims,56,,,,,,,
Evanescence,56,,,,,,,
Cutting Crew,56,,,,,,,
DNCE,56,,,,,,,
Ray Parker Jr. & Raydio,56,,,,,,,
Chris Lane,56,,,,,,,
The Weeknd Featuring Daft Punk,56,,,,,,,
Kenny Nolan,56,,,,,,,
Better Than Ezra,56,,,,,,,
The Fireballs,56,,,,,,,
Angie Stone,56,,,,,,,
Donna Lewis,56,,,,,,,
Joey Dee & the Starliters,56,,,,,,,
Neil Young,56,,,,,,,
Maureen McGovern,56,,,,,,,
The Angels,56,,,,,,,
Johnny Burnette,55,,,,,,,
Frankie Ballard,55,,,,,,,
Jethro Tull,55,,,,,,,
Connie Stevens,55,,,,,,,
Lisa Loeb & Nine Stories,55,,,,,,,
The Game Featuring 50 Cent,55,,,,,,,
Des'ree,55,,,,,,,
John Parr,55,,,,,,,
Ramsey Lewis,55,,,,,,,
Aaron Hall,55,,,,,,,
Bobby Freeman,55,,,,,,,
The Wanted,55,,,,,,,
Jimmy Wayne,55,,,,,,,
The Party,55,,,,,,,
Betty Everett,55,,,,,,,
Cream,55,,,,,,,
Earl Grant,55,,,,,,,
Duncan Sheik,55,,,,,,,
Sonny James,55,,,,,,,
Barbara Lynn,54,,,,,,,
a-ha,54,,,,,,,
Michael Stanley Band,54,,,,,,,
Cornelius Brothers & Sister Rose,54,,,,,,,
Bobbie Gentry,54,,,,,,,
Sisqo,54,,,,,,,
2 Unlimited,54,,,,,,,
Swing Out Sister,54,,,,,,,
Dawn,54,,,,,,,
Jimmy Reed,54,,,,,,,
Florida Georgia Line Featuring Nelly,54,,,,,,,
Amerie,54,,,,,,,
David Cassidy,54,,,,,,,
Mary Macgregor,54,,,,,,,
Billy J. Kramer With The Dakotas,54,,,,,,,
Lisette Melendez,54,,,,,,,
Glenn Medeiros,54,,,,,,,
Shirley Ellis,54,,,,,,,
Jocelyn Enriquez,54,,,,,,,
L.T.D.,54,,,,,,,
David Seville And The Chipmunks,54,,,,,,,
Bastille,54,,,,,,,
'Til Tuesday,53,,,,,,,
The Moments,53,,,,,,,
Rihanna Featuring Jay-Z,53,,,,,,,
Gallery,53,,,,,,,
Betty Wright,53,,,,,,,
The Ames Brothers,53,,,,,,,
Switchfoot,53,,,,,,,
Luther Ingram,53,,,,,,,
Jennifer Hudson,53,,,,,,,
David Ruffin,53,,,,,,,
The Brothers Four,53,,,,,,,
TKA,53,,,,,,,
Jennifer Lopez Featuring Pitbull,53,,,,,,,
Level 42,53,,,,,,,
The Three Degrees,53,,,,,,,
Post Malone & Swae Lee,53,,,,,,,
Slaughter,53,,,,,,,
Robin S.,52,,,,,,,
Charley Pride,52,,,,,,,
The Chainsmokers Featuring Halsey,52,,,,,,,
Wiz Khalifa Featuring Charlie Puth,52,,,,,,,
Arthur Conley,52,,,,,,,
Sia Featuring Sean Paul,52,,,,,,,
Maroon 5 Featuring Cardi B,52,,,,,,,
Timmy T.,52,,,,,,,
Tanya Tucker,52,,,,,,,
The Highwaymen,52,,,,,,,
The Kid LAROI,52,,,,,,,
Machine Gun Kelly X blackbear,52,,,,,,,
Chevelle,52,,,,,,,
Chris Brown & Young Thug,52,,,,,,,
benny blanco, Halsey & Khalid,52,,,,,,
James Arthur,52,,,,,,,
The Chainsmokers Featuring Daya,52,,,,,,,
Robyn,52,,,,,,,
The Tubes,52,,,,,,,
Vixen,52,,,,,,,
Vikki Carr,52,,,,,,,
Della Reese,52,,,,,,,
Paul Petersen,52,,,,,,,
Carl Dobkins, Jr.,52,,,,,,
Marilyn McCoo & Billy Davis, Jr.,52,,,,,,
Dr. Hook And The Medicine Show,52,,,,,,,
"Evelyn ""Champagne"" King",52,,,,,,,
Marshmello & Bastille,52,,,,,,,
The Romantics,52,,,,,,,
Max-A-Million,52,,,,,,,
Joshua Kadison,52,,,,,,,
Lords Of The Underground,52,,,,,,,
24kGoldn Featuring iann dior,52,,,,,,,
Kid Ink Featuring Chris Brown,52,,,,,,,
JoJo,52,,,,,,,
Warren G,52,,,,,,,
Manfred Mann,52,,,,,,,
Iyaz,52,,,,,,,
Ryan Cabrera,52,,,,,,,
Randy Travis,52,,,,,,,
Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne,51,,,,,,
Matthew Wilder,51,,,,,,,
Gary Puckett And The Union Gap,51,,,,,,,
Luis Fonsi & Daddy Yankee Featuring Justin Bieber,51,,,,,,,
Thelma Houston,51,,,,,,,
The Playmates,51,,,,,,,
Daya,51,,,,,,,
Black Box,51,,,,,,,
Slade,51,,,,,,,
Laura Lee,51,,,,,,,
Michael Johnson,51,,,,,,,
Sarah Vaughan,51,,,,,,,
Hilary Duff,51,,,,,,,
Khalid & Normani,51,,,,,,,
Bebe Rexha & Florida Georgia Line,51,,,,,,,
Triumph,51,,,,,,,
Rachel Platten,51,,,,,,,
Silento,51,,,,,,,
Chingy,51,,,,,,,
Gene Cotton,51,,,,,,,
Cardi B, Bad Bunny & J Balvin,51,,,,,,
Chuck Mangione,51,,,,,,,
Hannah Montana,51,,,,,,,
Carl Thomas,51,,,,,,,
Soul For Real,51,,,,,,,
Ray J,51,,,,,,,
Solo,50,,,,,,,
Tone-Loc,50,,,,,,,
The Fortunes,50,,,,,,,
Bowling For Soup,50,,,,,,,
A Tribe Called Quest,50,,,,,,,
Ludacris Featuring Shawnna,50,,,,,,,
Extreme,50,,,,,,,
Martha Reeves & The Vandellas,50,,,,,,,
Tory Lanez,50,,,,,,,
Bonnie Pointer,50,,,,,,,
Tammy Wynette,50,,,,,,,
Post Malone Featuring Quavo,50,,,,,,,
Ral Donner,50,,,,,,,
Muse,50,,,,,,,
The Gap Band,50,,,,,,,
Keith Anderson,50,,,,,,,
Ratt,50,,,,,,,
Angelina,50,,,,,,,
Jack Wagner,50,,,,,,,
AWB,50,,,,,,,
Sandy Posey,50,,,,,,,
Christina Milian,50,,,,,,,
Blaque,49,,,,,,,
Boy Meets Girl,49,,,,,,,
Herbie Mann,49,,,,,,,
The Five Americans,49,,,,,,,
Maroon 5 Featuring Christina Aguilera,49,,,,,,,
Omarion,49,,,,,,,
Chad Brock,49,,,,,,,
Willie Mitchell,49,,,,,,,
Macklemore & Ryan Lewis Featuring Wanz,49,,,,,,,
Andrew Gold,49,,,,,,,
The Meters,49,,,,,,,
Jay Z Kanye West,49,,,,,,,
Jhene Aiko,49,,,,,,,
Addrisi Brothers,49,,,,,,,
Live,49,,,,,,,
Santo & Johnny,49,,,,,,,
Jimmy Eat World,49,,,,,,,
Hanson,49,,,,,,,
The McGuire Sisters,49,,,,,,,
Corina,49,,,,,,,
Spandau Ballet,49,,,,,,,
Vanilla Ice,49,,,,,,,
Lady Gaga Featuring Colby O'Donis,49,,,,,,,
Queen Latifah,48,,,,,,,
Wild Cherry,48,,,,,,,
Heather Headley,48,,,,,,,
Lynn Anderson,48,,,,,,,
Teresa Brewer,48,,,,,,,
Tommy Page,48,,,,,,,
Men Without Hats,48,,,,,,,
SZA,48,,,,,,,
Robin Thicke Featuring T.I. + Pharrell,48,,,,,,,
Dorothy Moore,48,,,,,,,
Snow Patrol,48,,,,,,,
Tag Team,48,,,,,,,
The Zombies,48,,,,,,,
Of Monsters And Men,48,,,,,,,
Kelly Price,48,,,,,,,
Lil Suzy,48,,,,,,,
Blue October,48,,,,,,,
Blues Brothers,48,,,,,,,
6ix9ine,48,,,,,,,
Robbie Dupree,48,,,,,,,
CeeLo Green,48,,,,,,,
Dream,48,,,,,,,
The New Colony Six,48,,,,,,,
Dylan Scott,48,,,,,,,
Major Lazer & DJ Snake Featuring MO,48,,,,,,,
Dishwalla,48,,,,,,,
Guy,48,,,,,,,
Crosby, Stills, Nash & Young,48,,,,,
Mickey Gilley,48,,,,,,,
BBMak,48,,,,,,,
Starbuck,48,,,,,,,
Andrea True Connection,47,,,,,,,
Parliament,47,,,,,,,
Little Milton,47,,,,,,,
Rich Homie Quan,47,,,,,,,
Steve Holy,47,,,,,,,
Ja Rule Featuring Ashanti,47,,,,,,,
House Of Pain,47,,,,,,,
Franke & The Knockouts,47,,,,,,,
J. Holiday,47,,,,,,,
Enigma,47,,,,,,,
The Belmonts,47,,,,,,,
Birdman Featuring Lil Wayne,47,,,,,,,
3OH!3,47,,,,,,,
Fatboy Slim,47,,,,,,,
James Blunt,47,,,,,,,
Mark Morrison,47,,,,,,,
Tony Terry,47,,,,,,,
Linda Ronstadt (Featuring Aaron Neville),47,,,,,,,
Taio Cruz,47,,,,,,,
Voices Of Theory,47,,,,,,,
Adina Howard,47,,,,,,,
Dave Edmunds,47,,,,,,,
The Dixie Cups,47,,,,,,,
Linear,47,,,,,,,
Timbaland Featuring OneRepublic,47,,,,,,,
Terror Squad,47,,,,,,,
Shaggy,46,,,,,,,
Burton Cummings,46,,,,,,,
John Stewart,46,,,,,,,
Ed Ames,46,,,,,,,
The Blackbyrds,46,,,,,,,
The Diamonds,46,,,,,,,
Kid Rock,46,,,,,,,
Stereo MC's,46,,,,,,,
Dennis Yost And The Classics IV,46,,,,,,,
The Flaming Ember,46,,,,,,,
Paul Anka with Odia Coates,46,,,,,,,
Ruff Endz,46,,,,,,,
Art Garfunkel,46,,,,,,,
Crown Heights Affair,46,,,,,,,
The Gentrys,46,,,,,,,
Regina Belle,46,,,,,,,
Edgar Winter Group,46,,,,,,,
Trey Songz Featuring Nicki Minaj,46,,,,,,,
Frankie Goes To Hollywood,46,,,,,,,
The Royal Guardsmen,46,,,,,,,
Nino Tempo & April Stevens,46,,,,,,,
Chris Brown Featuring Drake,46,,,,,,,
Levert,46,,,,,,,
Eddy Grant,46,,,,,,,
Stone Sour,46,,,,,,,
Five Man Electrical Band,46,,,,,,,
The Seekers,46,,,,,,,
PSY,46,,,,,,,
Toya,46,,,,,,,
Real Life,46,,,,,,,
Rome,46,,,,,,,
The Hues Corporation,46,,,,,,,
Jimmy Smith,46,,,,,,,
The Marketts,46,,,,,,,
India.Arie,46,,,,,,,
MC Lyte,45,,,,,,,
Calvin Harris Featuring Ellie Goulding,45,,,,,,,
Vince Gill,45,,,,,,,
Skid Row,45,,,,,,,
Five Star,45,,,,,,,
The Oak Ridge Boys,45,,,,,,,
Loggins & Messina,45,,,,,,,
Lady Gaga & Bradley Cooper,45,,,,,,,
Danity Kane,45,,,,,,,
Usher Featuring Lil Jon & Ludacris,45,,,,,,,
Pitbull Featuring Ne-Yo, Afrojack & Nayer,45,,,,,,
Domino,45,,,,,,,
Soul Asylum,45,,,,,,,
Rhythm Syndicate,45,,,,,,,
Jesus Jones,45,,,,,,,
Walter Egan,45,,,,,,,
Don Costa And His Orchestra And Chorus,45,,,,,,,
Lauren Daigle,45,,,,,,,
Camila Cabello Featuring Young Thug,45,,,,,,,
Le Click,45,,,,,,,
NLE Choppa,45,,,,,,,
Sam Smith & Normani,45,,,,,,,
The Calling,45,,,,,,,
Craig Mack,45,,,,,,,
Prince And The New Power Generation,45,,,,,,,
Lil Nas X Featuring Billy Ray Cyrus,45,,,,,,,
Skrillex & Diplo With Justin Bieber,45,,,,,,,
Bettye Swann,45,,,,,,,
Lil Baby & Gunna,45,,,,,,,
Quiet Riot,45,,,,,,,
Everclear,45,,,,,,,
Lil Jon & The East Side Boyz Featuring Ying Yang Twins,45,,,,,,,
Nick Gilder,45,,,,,,,
Buckcherry,45,,,,,,,
D12,45,,,,,,,
Psychedelic Furs,44,,,,,,,
Portugal. The Man,44,,,,,,,
Silver Convention,44,,,,,,,
The White Stripes,44,,,,,,,
Sammy Turner,44,,,,,,,
Alex Clare,44,,,,,,,
Mary Hopkin,44,,,,,,,
The Surfaris,44,,,,,,,
Mustard & Roddy Ricch,44,,,,,,,
Corona,44,,,,,,,
Soul II Soul,44,,,,,,,
Masta Ace Incorporated,44,,,,,,,
Alias,44,,,,,,,
Quincy Jones Featuring James Ingram,44,,,,,,,
The Tams,44,,,,,,,
